用户ID,用户名,所在地,性别,认证状态,认证类型,认证理由,个人描述,信用等级,公司,学校,生日,创建时间,粉丝数,关注数,微博数,获评转赞总数,获评论数,获转发数,获点赞数
6388281704,用户6388281704,内蒙古 包头,男,未认证,普通用户,无,,信用较好,未知,未知, ,2017-10-21 19:58:56,27,4661,7818,283,232,7,44
6390942001,用户6390942001,山东,男,未认证,普通用户,无,,信用较好,未知,都江堰市技工学校, ,2017-10-23 22:35:51,121,1333,4045,78,65,0,13
6512388390,用户6512388390,上海,男,未认证,普通用户,无,,信用较好,未知,未知, ,2018-03-23 04:55:51,1,60,193,71,5,0,66
6561938297,用户6561938297,其他,女,未认证,普通用户,无,,信用较好,未知,未知,2002-05-12 金牛座,2018-05-29 17:26:26,2,236,2388,165,11,0,154
6584226877,用户6584226877,湖北,男,未认证,普通用户,无,,信用较好,未知,未知,1973-02-13 水瓶座,2018-06-26 14:00:39,49,5245,6607,108,78,2,28
6600660794,用户6600660794,其他,男,未认证,普通用户,无,,信用一般,未知,未知, ,2018-07-14 08:29:04,3,92,1262,3,0,1,2
6655522168,用户6655522168,广东 深圳,男,未认证,普通用户,无,,信用较好,未知,未知, ,2018-08-23 18:21:48,72,245,1348,16,8,0,8
6742865699,用户6742865699,江苏,女,未认证,普通用户,无,,信用较好,未知,未知,2018-10-04 天秤座,2018-10-04 23:09:59,3,367,9502,41,7,3,31
6877288330,用户6877288330,吉林,女,未认证,普通用户,无,,信用一般,未知,未知, ,2018-12-07 07:23:18,16,201,25,3,0,0,3
6888631982,用户6888631982,河北,女,未认证,普通用户,无,,信用较好,未知,未知, ,2018-12-17 07:06:08,1,16,579,6,0,0,6
6915009941,用户6915009941,其他,男,未认证,普通用户,无,,信用较好,未知,未知, ,2019-01-03 08:42:18,28,2546,819,4,1,0,3
7004967927,用户7004967927,其他,男,未认证,普通用户,无,,信用一般,未知,未知, ,2019-02-21 17:24:13,1,34,85,33,0,0,33
7261874373,用户7261874373,其他,女,未认证,普通用户,无,,信用较好,未知,未知, ,2019-07-25 18:37:27,10,3981,5232,297,279,4,14
7289851178,用户7289851178,广东,男,未认证,普通用户,无,,信用较好,未知,未知,金牛座,2019-08-23 18:54:52,1,116,3181,8,1,1,6
7362143035,用户7362143035,其他,女,未认证,普通用户,无,,信用较好,未知,未知, ,2019-12-27 00:43:58,18,3852,1180,27,12,2,13
7367311220,用户7367311220,其他,女,未认证,普通用户,无,正在领会………………的时代精神,信用较好,未知,未知, ,2020-01-05 08:22:13,9,205,8105,582,48,45,489
7373198585,用户7373198585,其他,男,未认证,普通用户,无,,信用一般,未知,未知,1973-05-16 金牛座,2020-01-16 23:09:44,9,191,416,7,0,0,7
7384465280,用户7384465280,湖北,女,未认证,普通用户,无,,信用一般,未知,未知,1985-02-02 水瓶座,2020-02-02 22:37:47,1,187,4,7,0,0,7
7392902585,用户7392902585,其他,男,未认证,普通用户,无,,信用一般,未知,未知, ,2020-02-15 16:32:46,3,152,1,0,0,0,0
7417293568,用户7417293568,甘肃 兰州,女,未认证,普通用户,无,,信用较好,未知,未知,1993-03-21 白羊座,2020-03-21 22:26:54,3,716,3377,232,208,0,24
7444040692,用户7444040692,其他,男,未认证,普通用户,无,,信用一般,未知,未知, ,2020-04-28 03:30:52,4,440,7079,19,5,0,14
7490962232,用户7490962232,上海,女,未认证,普通用户,无,,信用较好,未知,未知, ,2020-08-14 20:35:47,18,405,5177,171,101,9,61
7498313331,用户7498313331,其他,女,未认证,普通用户,无,,信用较好,未知,未知,2020-09-03 处女座,2020-09-03 10:14:27,17,691,8862,24,2,2,20
7500116918,用户7500116918,其他,女,未认证,普通用户,无,,信用一般,未知,未知, ,2020-09-05 08:39:33,1,45,9,5,0,0,5
7581498471,用户7581498471,上海,女,未认证,普通用户,无,,信用较好,未知,未知,1950-09-05 处女座,2021-03-27 18:06:50,25,1694,4797,764,730,6,28
7617809934,用户7617809934,其他,女,未认证,普通用户,无,,信用一般,未知,未知, ,2021-05-30 09:15:02,2,234,5,3,1,0,2
7679582774,用户7679582774,其他,女,未认证,普通用户,无,,信用较好,未知,未知, ,2021-08-23 12:00:16,2,142,302,70,16,1,53
7712465230,用户7712465230,其他,男,未认证,普通用户,无,,信用一般,未知,未知, ,2021-10-10 14:23:54,1,75,44,3,0,0,3
7719929116,用户7719929116,其他,男,未认证,普通用户,无,,信用较好,未知,未知, ,2021-11-08 21:58:13,82,2976,16710,627,366,4,257
7720476417,用户7720476417,上海,女,未认证,普通用户,无,,信用较好,未知,未知,1987-11-01 天蝎座,2021-11-01 21:00:43,11,1800,4816,831,813,7,11
7729061800,用户7729061800,其他,男,未认证,普通用户,无,,信用一般,未知,未知, ,2021-12-19 13:15:47,1,328,6,0,0,0,0
7731733997,用户7731733997,重庆,男,未认证,普通用户,无,人生幸在健康、快乐！平安,信用较好,未知,未知,1992-10-02 天秤座,2022-01-02 23:29:37,3,2650,4461,485,348,2,135
7766720748,用户7766720748,广东 湛江,女,未认证,普通用户,无,,信用较好,未知,未知,摩羯座,2022-06-11 22:06:59,1,584,1045,195,23,0,172
7791847196,用户7791847196,山西 太原,女,未认证,普通用户,无,,信用一般,未知,未知,2005-09-23 天秤座,2022-09-23 15:40:15,1,61,1807,29,9,0,20
7802023311,用户7802023311,其他,男,未认证,普通用户,无,,信用较好,未知,未知, ,2022-11-18 20:49:31,1,131,1002,23,20,0,3
7803736111,用户7803736111,其他,男,未认证,普通用户,无,,信用一般,未知,未知,1996-03-29 白羊座,2022-11-26 23:58:54,132,893,1698,22,12,1,9
7217248564,用户autayf,其他,女,未认证,普通用户,无,,信用较好,无,未知,巨蟹座,2019-07-05 00:34:52,1,124,545,9,1,1,7
7729159113,用户刘白二,其他,女,未认证,普通用户,无,,信用一般,未知,未知, ,2021-12-13 00:50:35,4,152,242,221,195,0,26
1709985583,田更,北京,男,已认证,名人,教育博主 头条文章作者,我不同意你的观点，但我誓死捍卫你说话的权利！,信用极好,未知,未知,1990-05-12 金牛座,2010-03-13 16:58:32,247989,876,16630,12.3万,"50,907","12,354","59,936"
3937615813,电视卫士,山东 青岛,男,未认证,普通用户,无,晴空无垠，乘风万里,信用极好,未知,未知,狮子座,2013-12-09 11:02:39,295,883,2341,1250,451,450,349
5602650109,痴仁说梦com,上海,男,未认证,普通用户,无,fighting,信用较好,未知,未知, ,2015-05-06 00:46:42,109,500,4707,1792,200,12,"1,580"
2117442042,瘟Veo,广东,男,未认证,普通用户,无,只想过一个属于冷习的生活。,信用较好,未知,牡丹江师范学院,巨蟹座,2011-04-27 20:58:09,317,444,3096,2509,"1,506",609,394
6343360761,白日梦_daydreaming,江苏,女,未认证,普通用户,无,好好学习，好好手帐,信用较好,未知,未知, ,2017-08-10 21:52:53,25,113,423,485,293,15,177
5841726075,白日流浪记,云南,女,未认证,普通用户,无,思想贫瘠者,信用较好,未知,未知, ,2016-01-27 22:44:10,145,1426,916,1018,409,2,607
5264619982,白晞喆,海外,男,未认证,普通用户,无,厦♥️⛵️🅰D🐶,信用较好,未知,厦门大学,2001-09-21 处女座,2014-08-23 08:30:46,57,98,1547,4146,970,81,"3,095"
6554583541,白色水星记,其他,女,未认证,普通用户,无,我心永远归于未知的明天,信用较好,未知,未知,巨蟹座,2018-05-19 22:31:01,111,433,661,387,193,6,188
2243032457,白饭吃到饱,福建,女,未认证,普通用户,无,屎上雕花🤗,信用较好,未知,未知,,2011-07-13 00:44:59,155,296,1521,1853,"1,073",427,353
5651803677,百万分一吨,海外,男,未认证,普通用户,无,精神分裂,信用较好,未知,中国小学,1996-09-19 处女座,2015-07-13 02:03:37,57,368,1373,900,410,58,432
1859858591,百年孤独的蓝白,海外 英国,女,未认证,普通用户,无,我们期待的一直美好 而人生有时过于讽刺,信用较好,未知,未知,,2010-11-19 21:06:15,2421,587,7874,3.1万,"15,381","5,484","9,974"
6573905592,盈西qq日志废话版,其他,女,未认证,普通用户,无,进化成更好的人/吸引力法则/广阔天地 大有作为/做饭超厉害的美女,信用较好,未知,未知, ,2018-06-13 09:25:52,37,157,2663,3078,"1,840",79,"1,159"
5649420053,盖世绝伦小饼干,河北 唐山,女,未认证,普通用户,无,做人哪有不疯的，精神稳定一分钟也很厉害了！,信用较好,学生,未知,水瓶座,2015-07-09 23:59:38,150,185,4403,3748,"1,445",248,"2,055"
5735422023,目标是成为神奇宝贝大师-真新镇,广东 广州,男,未认证,普通用户,无,祝你开心每一天,信用较好,未知,未知,1997-05-27 双子座,2015-10-22 22:39:27,255,904,2445,4760,"2,905",38,"1,817"
7844346554,相信国_家相信_谠,北京,女,未认证,普通用户,无,你好，我是keni酱,信用较低,未知,未知,1995-06-04 双子座,2023-06-07 10:08:45,2,23,3,0,0,0,0
3901662068,相宜莲莲,安徽,女,已认证,名人,超话主持人（天津音乐学院超话）,成毅,信用极好,追星果,天津音乐学院,双鱼座,2013-11-12 18:29:18,2036,899,2866,2.7万,"3,825","11,224","11,695"
7722945088,看好多电影,其他,女,未认证,普通用户,无,,信用一般,未知,未知, ,2021-11-11 09:56:05,1,171,4948,627,569,2,56
6007281800,看我刷牙刷到口吐白沫,其他,男,未认证,普通用户,无,,信用较好,未知,未知, ,2016-08-20 00:10:56,333,3615,11637,73,8,8,57
7554220492,看热闹的糊涂姐_2023,其他,男,未认证,普通用户,无,,信用较好,未知,未知, ,2021-01-23 11:59:52,60,591,319,137,11,2,124
1048402277,真实如茶,其他,女,未认证,普通用户,无,,信用较好,未知,未知,,2011-10-05 07:35:55,578,1889,56986,4194,679,386,"3,129"
6073864004,矜苏苏苏苏媚娘,吉林 长春,女,未认证,普通用户,无,,信用较好,未知,黎阳学校, ,2016-11-25 08:53:52,1354,777,1917,501,157,0,344
1710005970,知书达理小姐的mami,陕西 西安,女,未认证,普通用户,无,不要让我一个人战斗,信用较好,未知,未知,1981-07-03 巨蟹座,2010-05-16 19:30:39,350,1089,8693,3804,"3,242",374,188
7806829767,知行合一勤勉上进,其他,女,未认证,普通用户,无,,信用一般,未知,未知, ,2022-12-08 22:18:37,2,109,264,115,4,0,111
5344105690,知行聚一,湖北,女,未认证,普通用户,无,好好学习，天天向上！,信用较好,未知,未知,2017-02-27 双鱼座,2014-10-26 15:09:45,31,232,764,327,46,8,273
1146574184,硫哒V,其他,男,未认证,普通用户,无,..,信用较好,未知,未知, ,2012-04-17 09:09:20,181,609,4168,696,187,305,204
7770522861,碎银二两33,上海,男,未认证,普通用户,无,,信用较好,未知,未知,1991-10-31 天蝎座,2022-07-01 00:55:08,28,707,2520,102,34,14,54
5669484977,社会咪七七Ultra,其他,女,未认证,普通用户,无,,信用较好,未知,未知,白羊座,2015-08-06 16:31:50,67,65,5214,1588,386,784,418
2,n_yunfan_1cc8bc_f21,其他,男,未认证,普通用户,无,,信用较好,未知,未知,未知,未知,0,346,0,0,0,0,0
7293834758,祢别莱我无恙,北京,男,未认证,普通用户,无,,信用较好,未知,未知,1994-03-03 双鱼座,2019-08-28 05:42:17,137,1066,3438,551,337,1,213
7305910597,离理得胜,其他,男,未认证,普通用户,无,,信用较好,未知,清华大学法学院,双子座,2019-09-15 00:33:18,663,2338,31575,246,9,11,226
5018745518,私美一生,河南 郑州,男,未认证,普通用户,无,,信用较好,未知,河南农业大学,1983-08-16 狮子座,2014-01-30 20:17:29,1432,4382,18829,396,27,19,350
2874723143,秋天的星愿,河南 郑州,男,未认证,普通用户,无,家事国事天下事，事事关心！,信用较好,未知,未知, ,2012-07-07 23:51:05,712,76,293686,6598,950,"2,955","2,693"
6189483891,种树小坨坨,其他,女,未认证,普通用户,无,,信用较好,未知,未知, ,2017-03-31 21:00:48,177,2809,13751,220,24,17,179
1912273717,程序员邹欣,北京 海淀区,男,已认证,名人,作者,程序员,信用极好,CSDN,北京大学,,2011-01-05 14:49:58,377024,1643,124122,280.9万,"161,358","2,260,048","388,042"
5213743900,窗外有只小老鼠,河南 郑州,女,未认证,普通用户,无,我的月亮永悬不落🌙,信用较好,未知,未知,1997-10-12 天秤座,2014-07-12 18:59:17,380,121,145,1252,195,10,"1,047"
3766661595,窝窝头郝吃,江苏 南京,女,未认证,普通用户,无,,信用较好,未知,未知,水瓶座,2013-09-03 11:19:42,202,57,241,290,53,7,230
1840878451,立正发声,北京,男,已认证,名人,北京盖视文化传媒有限公司总经理  林立增,领先中国企业短视频直播和全国拍摄等内容定制整合服务提供商。核心能力：1），全国100城市1小时上门定制拍摄；2）提供7*24小时企业视频拍摄制作服务。,信用较好,北京盖视文化传媒有限公司,未知,巨蟹座,2010-10-28 10:44:13,12434,2630,18273,6127,"1,543","1,339","3,245"
1935784101,站在三千望珠峰,其他,女,未认证,普通用户,无,,信用极好,未知,未知,1988-02-16 水瓶座,2011-01-26 19:51:42,314,394,3378,1万,"1,498",481,"8,127"
1866573233,笨小孩L李宣卓,吉林 吉林,女,未认证,普通用户,无,典型双鱼座,信用较好,未知,未知,1989-03-09 双鱼座,2010-11-18 18:35:20,340,1968,17091,673,105,351,217
6559677342,笨蛋小宝与克莱门氏小柑橘,辽宁,女,未认证,普通用户,无,我倒是要看看,信用较好,未知,未知,天蝎座,2018-05-26 17:09:01,31,155,1191,1550,885,17,648
6378577155,第二十五周期,重庆,女,未认证,普通用户,无,toward镇魂,信用极好,未知,未知,射手座,2017-10-14 15:55:07,67,98,821,2583,"1,108",13,"1,462"
5189524252,第五位同学,河北 保定,男,未认证,普通用户,无,"After all,people come and go in the world.",信用较好,未知,河北大学,1993-03-27 白羊座,2014-06-22 19:34:50,191,277,643,900,520,18,362
5657742381,简丹小仙女,山西,女,未认证,普通用户,无,记录生活，记录心情，记录青春！,信用极好,未知,未知,双鱼座,2015-07-21 13:11:17,389,884,8684,1.4万,"4,188",170,"9,391"
1880685442,简单开心的YK,广东 广州,男,未认证,普通用户,无,,信用较好,自由职业,河南大学,,2010-11-23 10:25:24,278,376,555,214,92,73,49
3442139262,粟米一条,其他,男,未认证,普通用户,无,,信用较好,未知,未知, ,2013-05-09 18:58:44,11,205,13,2,2,0,0
2010842521,精分de航运妹纸,上海 普陀区,女,未认证,普通用户,无,有爱，才会有孤单,信用较好,未知,东华大学,,2011-03-06 20:10:26,160,987,6497,4464,"3,214",865,385
1756753121,精神小伙,北京,男,已认证,名人,搞笑幽默博主 微博剪辑视频博主,精神小伙气质在，到哪都是实力派,信用极好,影视/娱乐,清华大学,2019-10-03 天秤座,2010-06-11 17:02:47,1432101,1395,9277,2348.2万,"2,387,054","4,862,833","16,231,876"
7478214839,精神重庆人吃辣不长痘,北京 海淀区,女,未认证,普通用户,无,在现生唯唯诺诺 在互联网上重拳出击,信用较好,未知,未知,2002-10-23 天秤座,2020-07-08 23:02:24,60,496,3567,5651,"2,340",305,"3,006"
5238131950,糖果色小小衫,福建 厦门,女,未认证,普通用户,无,奇奇怪怪，可可爱爱,信用较好,未知,未知,射手座,2014-07-31 22:09:35,195,129,5848,1655,"1,126",62,467
3826144168,糖水煮馄饨,广东 茂名,女,未认证,普通用户,无,@时间在转@记忆在旋@,信用较好,未知,广东财经大学,1993-09-22 处女座,2013-10-01 20:09:56,84,392,3971,124,26,12,86
1859130404,糖瘾少年Zero_,上海,男,未认证,普通用户,无,碎碎念空间//可能是ISFJ ESFJ INTP或ENFJ INFJ（目前倾向于ISFJ）//已经堕落到再也飞不起来了的麻雀//报一丝专业户,信用较好,未知,未知,2010-10-20 天秤座,2010-10-20 20:57:39,57,473,4848,349,176,81,92
6227069160,糯米糖很甜,四川 成都,女,未认证,普通用户,无,镇魂,信用较好,未知,未知, ,2017-04-29 20:53:32,6,77,560,107,6,0,101
5995038261,紅茶栗子餡,其他,女,未认证,普通用户,无,中宵长剑独归人 未见史书三百页,信用较好,未知,未知,射手座,2016-08-02 19:58:11,2672,562,7431,1.7万,"3,076","7,514","5,999"
2141056532,紫恋薰衣草62166,其他,男,未认证,普通用户,无,,信用较好,未知,未知, ,2014-08-10 23:16:38,67,1064,4725,39,7,4,28
7714851623,红鼻子和小林,其他,女,未认证,普通用户,无,,信用一般,未知,未知, ,2021-10-21 22:15:57,1,49,50,75,23,0,52
6220837515,约瑟翰·饼干,其他,男,未认证,普通用户,无,本微博内容由人工智能自动生成，与博主本人及其供职单位无关,信用较好,未知,未知, ,2017-05-04 23:17:01,87,305,3353,9233,"2,921","2,202","4,110"
5589151989,纪念日hui,四川,女,未认证,普通用户,无,每一天，都是纪念日。（至少这辈子活得爱憎分明有血有肉最爱自己任由所有人从我生命中来去）,信用较好,未知,未知, ,2015-04-15 21:24:34,140,1252,5183,4616,"1,256",338,"3,022"
2431089161,终南山不隐人,北京,男,未认证,普通用户,无,一蓑烟雨任平生,信用较好,未知,未知, ,2011-10-28 17:59:29,14,194,1794,45,23,3,19
1375238704,给领导跪下了,江西 南昌,女,未认证,普通用户,无,人生不如意之事十之八九，大王我已经看破红尘了,信用极好,未知,未知,1980-06-19 双子座,2010-11-08 15:58:46,216,231,2293,1750,"1,106",247,397
6104693096,绝美地黄丸,其他,女,未认证,普通用户,无,我的存在充满意义。,信用较好,未知,中国传媒大学, ,2017-01-15 20:19:28,62,320,1131,4888,"1,089",88,"3,711"
1284063090,维纳撕包菜,北京,女,未认证,普通用户,无,前政法记者，现执业律师。,信用较好,未知,厦门大学,金牛座,2011-01-09 23:34:53,1342,513,557,2437,514,527,"1,396"
7261085906,绿色疯子0622,其他,男,未认证,普通用户,无,,信用较好,未知,未知, ,2019-07-26 11:09:07,19,520,237,136,31,55,50
7750119787,羊太晒,吉林,女,未认证,普通用户,无,接受和包容,信用较好,未知,未知,1997-04-15 白羊座,2022-04-07 12:34:09,18,271,125,60,16,3,41
1679587845,羊羊0510,湖北 武汉,女,未认证,普通用户,无,,信用极好,未知,江汉大学, ,2010-01-09 02:10:10,153,399,2535,1408,785,301,322
6122219670,翻斗幼儿园中班班长,黑龙江 哈尔滨,女,未认证,普通用户,无,（镇魂abo ）胡图图你今天又没吃胡萝贝！,信用较好,大和桃光,南昌大学,天秤座,2017-02-18 01:26:44,15,782,5236,1639,199,"1,143",297
1849391191,老B962,福建,男,未认证,普通用户,无,,信用较好,未知,未知, ,2010-11-06 12:07:52,218,5629,11741,585,464,20,101
1879854944,老Z闲话,广东 深圳,男,未认证,普通用户,无,深圳创业者，分享创业中的趣事、生活中的感悟。,信用极好,未知,未知,水瓶座,2010-11-17 15:21:38,1020,482,7397,1.7万,"1,783","11,758","3,596"
2464501133,老刑名师爷,甘肃,男,未认证,普通用户,无,洞察世间人情事故，剖析人性善恶，宏扬人间真情！传递真正正能量！,信用较好,未知,兰州大学,1975-02-22 双鱼座,2011-11-14 17:32:25,913,5129,34514,1625,257,383,985
2411391260,老婆是包包,江苏 苏州,女,未认证,未知,无,我是活粉,信用极好,未知,苏州大学,1993-01-01 摩羯座,2011-09-20 12:58:51,7805,3656,86580,17.4万,"10,952","147,012","15,600"
2803154987,老棉酷,其他,男,未认证,普通用户,无,,信用较好,未知,未知, ,2012-08-06 17:19:02,29,220,1506,74,5,19,50
7786418290,老甜登,江苏,男,未认证,普通用户,无,透明世界，有点毒舌，镇魂,信用较好,未知,南京大学,狮子座,2022-09-01 01:46:45,37,172,874,522,276,5,241
2677950252,老衲看破了丶,北京,男,未认证,普通用户,无,青春永不散场,信用较好,未知,北京航空航天大学,,2013-03-16 14:08:28,271,433,529,1777,697,27,"1,053"
5934281348,考研数学李雅,北京 海淀区,女,未认证,普通用户,无,中科院数学所博士,信用较好,未知,中国科学院,2018-01-01 摩羯座,2016-05-15 16:18:41,35533,86,2015,2万,"7,396","1,732","10,700"
5620059059,聆音MAY,其他,女,未认证,普通用户,无,既是垃圾桶，也可正能量的地方,信用较好,未知,未知,1994-12-22 摩羯座,2017-01-02 11:15:38,139,87,6362,8851,191,65,"8,595"
7539781981,聿魚京,其他,女,未认证,普通用户,无,独吟苦调遣谁听，聊与梅花分夜永,信用较好,未知,未知, ,2020-12-24 13:01:37,20,129,633,3089,877,73,"2,139"
7173997487,肉松rollsoon,山东,男,未认证,普通用户,无,就做洗衣机里的一张卫生纸，谁敢卷我，必定给你弄的一团糟,信用较好,未知,未知,1992-04-15 白羊座,2019-06-02 11:23:50,1,9,4,72,7,0,65
5674741990,肉肉球球123,江苏 扬州,女,未认证,普通用户,无,,信用较好,未知,苏州广播电视大学,1990-10-24 天蝎座,2015-08-12 20:47:38,350,5233,7973,328,274,8,46
6631611328,肉肉的碎冰冰,其他,女,未认证,普通用户,无,,信用较好,未知,未知,2002-07-13 巨蟹座,2018-08-11 13:33:05,40,155,87,232,128,0,104
1050896727,肖锋,北京 东城区,男,已认证,名人,社会趋势观察家 头条文章作者,资深媒体人，著有《阶层跃迁》《在大时代，过小日子》等,信用极好,中国新闻周刊,北京大学, ,2009-10-14 16:32:47,2895526,387,20812,335.2万,"779,211","1,386,067","1,187,041"
2576217964,肚子一圈肉-,海外,男,未认证,普通用户,无,微博已经变味了………,信用较好,自主创业,未知,1989-11-05 天蝎座,2011-12-01 11:53:59,426,5379,7557,2719,"1,740",703,276
5655975861,胖乎乎要变漂亮,北京,女,未认证,普通用户,无,solo追星，别代表我,信用较好,未知,未知,1999-05-17 金牛座,2015-07-17 22:30:03,140,377,5526,6165,"1,439",83,"4,643"
7730198373,胡马-依北风,广东 深圳,男,未认证,普通用户,无,顺境修力  逆境修心,信用较好,未知,华中科技大学,处女座,2021-12-20 00:21:08,144,618,1983,2115,628,222,"1,265"
5679901600,脑机接口没有脑,其他,女,未认证,普通用户,无,穷且益坚，不坠青云之志,信用较好,未知,未知, ,2015-09-04 00:14:31,174,834,32311,1.9万,"9,904","2,330","6,820"
7389215826,艺术就是派大星202010,其他,男,未认证,普通用户,无,念念不忘，必有回响,信用一般,未知,未知,2000-11-17 天蝎座,2020-02-09 14:05:39,6,65,92,6,0,0,6
7374172195,艾丽丝儿11111,其他,女,未认证,普通用户,无,,信用较好,未知,未知,2003-12-17 射手座,2020-01-18 20:25:21,105,2105,6217,1604,"1,545",1,58
1998285545,芃芃惠子,北京,女,未认证,普通用户,无,我能想到最浪漫的事   就是听着ASKA的歌   一起慢慢变老,信用极好,未知,未知,金牛座,2011-02-28 17:04:31,1114,1192,16943,13.6万,"34,039","11,590","90,271"
5380220294,芋泥小牛角包,四川 成都,女,未认证,普通用户,无,,信用较好,未知,未知, ,2014-11-20 18:42:01,2,123,301,5,1,1,3
3592348307,芝芝麦芽糖,其他,女,未认证,普通用户,无,只活这一次  开心最重要,信用较好,未知,未知,2001-06-17 双子座,2013-07-31 22:08:13,217,871,340,3051,"1,072",1,"1,978"
7673589702,芥末黄寂寥,其他,女,未认证,普通用户,无,,信用较好,未知,未知, ,2021-08-16 20:12:30,7,128,56,1643,312,16,"1,315"
5293541198,花和问问,其他,女,未认证,普通用户,无,钟意于留白 空间 尚未语言化的想法 浓烈情绪 速度流动的时空,信用较好,未知,未知, ,2014-09-14 15:04:50,122,331,9481,1.5万,"2,637","1,752","10,851"
7839583865,花无涯,海外 挪威,男,已认证,名人,作者 代表作《网络黑白》 互联网科技博主,网络安全工程师,信用较好,未知,The Hong Kong Institute of Education,摩羯座,2023-05-17 16:12:33,20992,5635,6053,6703,769,666,"5,268"
7789887643,芸酝达观,重庆,男,未认证,普通用户,无,,信用较好,未知,未知,2000-01-10 摩羯座,2022-09-14 18:30:20,4,61,508,462,0,459,3
1661799373,苏舍予,贵州 贵阳,女,未认证,未知,无,不为无益之事，何以遣有涯之生,信用较好,未知,兰州大学,处女座,2009-11-18 14:16:55,1210,356,3858,2.4万,"18,634","1,210","3,700"
5190460418,苞谷须须飘起来,四川 成都,男,未认证,普通用户,无,Freedom  No.1,信用较好,成都银行,四川理工学院,1994-10-24 天蝎座,2014-06-24 09:55:59,366,179,791,3151,"2,359",44,748
7400082881,若果匿,其他,男,未认证,普通用户,无,,信用一般,未知,未知, ,2020-02-26 08:07:57,14,47,4,21,4,0,17
5790646343,若水清颜yy,黑龙江 哈尔滨,女,未认证,普通用户,无,,信用较好,未知,未知, ,2017-02-04 16:05:03,9,19,112,35,3,1,31
7632022898,茶摘609,安徽,男,未认证,普通用户,无,,信用较好,未知,未知,2000-08-14 狮子座,2021-06-22 00:01:48,21,88,322,1139,351,17,771
2579637877,茶煮雪,四川 成都,男,未认证,普通用户,无,白日成疾，眠枕无梦,信用较好,这一生无限未知公司,浙江传媒学院,1998-01-14 摩羯座,2012-01-14 22:22:06,242,1274,334,705,241,22,442
1999718777,茶色蔓延Jay,海外 其他,女,未认证,普通用户,无,莫道山中无供给，明月清风不用钱。,信用较好,未知,未知,,2011-03-01 15:59:23,709,817,3466,5682,"3,897",264,"1,521"
5885489810,草一由八竹夭小台长,江苏,女,未认证,普通用户,无,镇魂 游在迷雾里,信用较好,未知,未知,双子座,2016-03-18 22:13:43,55,175,5743,2660,931,54,"1,675"
5558818963,荔枝鳕鱼条,其他,女,未认证,普通用户,无,开心是最重要的 地球快乐寻找者,信用较好,未知,长沙学院,2002-06-25 巨蟹座,2015-03-16 20:11:07,205,572,1658,4758,"2,058",33,"2,667"
6781650114,莎太阳,四川 德阳,男,未认证,普通用户,无,,信用较好,未知,未知,1985-11-19 天蝎座,2018-10-19 19:13:35,5,1354,737,35,22,0,13
7650810570,莓霉顺顺,重庆,女,未认证,普通用户,无,,信用一般,未知,未知,2002-11-28 射手座,2021-07-19 23:36:00,1,83,145,28,1,0,27
5702700887,莘言不甜,河南 洛阳,女,未认证,普通用户,无,岁岁常相见。,信用较好,未知,未知,2002-03-12 双鱼座,2015-09-13 21:35:43,25,1234,653,2290,"1,409",4,877
7818360584,莫名没了的直发小卷子,其他,女,未认证,普通用户,无,这里有一个人,信用一般,未知,未知, ,2023-01-29 13:41:43,34,192,2111,1953,558,647,748
2348684775,莫莫茶香,其他,女,未认证,普通用户,无,,信用较好,未知,未知, ,2011-09-08 23:36:02,81,777,2782,2049,5,"2,028",16
2427682463,菩提有树319,湖南 长沙,女,未认证,普通用户,无,菩提本无树，明镜亦非台，本来无一物，何处惹尘埃。,信用较好,未知,复旦大学,1997-10-05 天秤座,2011-10-25 19:04:51,216,416,4669,633,219,170,244
1156678841,菩提老韩,山东,男,已认证,名人,音乐人,01入党+组徵羽乐队…06CCTV弹贝司…07弄公司出赵牧阳李仁杰罗伟力赵已然CD…09结婚…10破产去海澜…11有加一…13组三色菩提…14有加又…快17了！拼吧,信用极好,山东临沂兰山区三色菩提文化传播有限公司,未知,1982-09-24 天秤座,2011-07-01 00:09:23,2469,364,2036,4048,767,601,"2,680"
1786107492,萌卖多少钱一斤,浙江 金华,男,未认证,普通用户,无,你问我要去向何方 我指着大海的方向,信用较好,未知,未知,处女座,2010-08-05 13:28:17,94,498,1410,92,32,16,44
3973882042,萌图表情包小仙女,北京 海淀区,女,未认证,普通用户,无,原图表情包，每天送你一套无水印表情包，记得接好哦。,信用较好,四川华西集团有限公司,西南大学,1999-06-09 双子座,2014-01-10 13:55:55,2110,386,10222,5274,705,"1,601","2,968"
6583659678,萌萌的瓜子子,其他,女,未认证,普通用户,无,,信用较好,未知,未知, ,2018-06-26 02:59:05,14,70,541,48,10,1,37
5513920159,萧下士,广东 汕头,男,未认证,普通用户,无,世事如妄，天道恒常。觉者由心生律，修者以律制心。,信用较好,未知,未知,1977-07-07 巨蟹座,2015-02-08 01:46:06,158,1527,2682,38,13,5,20
1580936531,萨祺日_LY,北京 朝阳区,女,未认证,普通用户,无,行远而正。,信用较好,,未知,水瓶座,2012-01-16 23:47:46,239,1153,1005,229,75,63,91
7718728724,蒋点礼貌-考过版,山东,女,未认证,普通用户,无,表达清楚，把握细节。,信用较好,未知,未知,1900-12-31 摩羯座,2021-11-02 21:11:29,15,429,5939,4276,913,68,"3,295"
